"seqnames","start","end","width","strand","sum_count","annotation"
"chr3",49967360,49967760,401,"*",15,"fiveUTR"
"chr3",49996362,49996762,401,"*",17,"intron"
"chr3",49996540,49996940,401,"*",17,"intron"
"chr3",50059498,50059898,401,"*",3,"promoter"
"chr3",50059575,50059975,401,"*",3,"promoter"
"chr3",50061356,50061756,401,"*",51,"threeUTR"
"chr3",50066377,50066777,401,"*",13,"promoter"
"chr3",50101389,50101789,401,"*",15,"proximal"
"chr3",50257396,50257796,401,"*",11,"threeUTR"
"chr3",50257513,50257913,401,"*",21,"threeUTR"
"chr3",50258453,50258853,401,"*",63,"threeUTR"
"chr3",50258601,50259001,401,"*",60,"threeUTR"
"chr3",50338529,50338929,401,"*",42,"proximal"
"chr3",50611377,50611777,401,"*",19,"promoter"
"chr3",51046716,51047116,401,"*",4,"intron"
"chr3",51385106,51385506,401,"*",2449,"promoter"
"chr3",51392500,51392900,401,"*",8,"CDS"
"chr3",51392636,51393036,401,"*",8,"CDS"
"chr3",51414358,51414758,401,"*",5,"CDS"
"chr3",51422883,51423283,401,"*",4,"intron"
"chr3",51424039,51424439,401,"*",4,"intron"
"chr3",51438118,51438518,401,"*",4,"intron"
"chr3",51438284,51438684,401,"*",5,"intron"
"chr3",51473532,51473932,401,"*",10,"intron"
"chr3",51480309,51480709,401,"*",5,"intron"
"chr3",51590763,51591163,401,"*",5,"intron"
"chr3",51599070,51599470,401,"*",5,"intron"
"chr3",51645542,51645942,401,"*",6,"CDS"
"chr3",51892386,51892786,401,"*",4,"intergenic"
"chr3",51942663,51943063,401,"*",409,"promoter"
"chr3",52202273,52202673,401,"*",4,"CDS"
"chr3",52255366,52255766,401,"*",17,"threeUTR"
"chr3",52256144,52256544,401,"*",8,"threeUTR"
"chr3",52257305,52257705,401,"*",6,"threeUTR"
"chr3",52261260,52261660,401,"*",4,"fiveUTR"
"chr3",52298553,52298953,401,"*",5,"promoter"
"chr3",52317996,52318396,401,"*",9,"intron"
"chr3",52318228,52318628,401,"*",9,"intron"
"chr3",52318242,52318642,401,"*",9,"intron"
"chr3",52399300,52399700,401,"*",5,"threeUTR"
"chr3",52404891,52405291,401,"*",6,"proximal"
"chr3",52407130,52407530,401,"*",2,"threeUTR"
"chr3",52543532,52543932,401,"*",2,"intron"
"chr3",52547568,52547968,401,"*",4,"threeUTR"
"chr3",52559693,52560093,401,"*",3,"proximal"
"chr3",52686658,52687058,401,"*",4,"proximal"
"chr3",52688137,52688537,401,"*",11,"proximal"
"chr3",52695812,52696212,401,"*",8,"threeUTR"
"chr3",52698621,52699021,401,"*",7,"intron"
"chr3",52702550,52702950,401,"*",9,"intron"
"chr3",52928090,52928490,401,"*",5,"promoter"
"chr3",52991033,52991433,401,"*",6,"intron"
"chr3",52991095,52991495,401,"*",6,"intron"
"chr3",52991226,52991626,401,"*",6,"intron"
"chr3",53102329,53102729,401,"*",4,"intron"
"chr3",53161970,53162370,401,"*",11,"intron"
"chr3",53178277,53178677,401,"*",8,"fiveUTR"
"chr3",53182622,53183022,401,"*",6,"promoter"
"chr3",53222439,53222839,401,"*",5,"intergenic"
"chr3",53222518,53222918,401,"*",5,"intergenic"
"chr3",53232252,53232652,401,"*",19,"promoter"
"chr3",53285018,53285418,401,"*",4,"threeUTR"
"chr3",53386716,53387116,401,"*",7,"intron"
"chr3",53875666,53876066,401,"*",6,"CDS"
"chr3",54767817,54768217,401,"*",17,"intron"
"chr3",55079075,55079475,401,"*",4,"intergenic"
"chr3",56633616,56634016,401,"*",10,"promoter"
"chr3",56647547,56647947,401,"*",5,"proximal"
"chr3",56669391,56669791,401,"*",7,"proximal"
"chr3",56680850,56681250,401,"*",26,"intron"
"chr3",56729304,56729704,401,"*",7,"threeUTR"
"chr3",56760203,56760603,401,"*",4,"intron"
"chr3",56801550,56801950,401,"*",306,"promoter"
"chr3",56932270,56932670,401,"*",5,"intron"
"chr3",57253461,57253861,401,"*",4,"promoter"
"chr3",57255953,57256353,401,"*",9,"intron"
"chr3",57269228,57269628,401,"*",21,"threeUTR"
"chr3",57270349,57270749,401,"*",12,"threeUTR"
"chr3",57273566,57273966,401,"*",4,"intron"
"chr3",57556871,57557271,401,"*",6,"proximal"
"chr3",57581099,57581499,401,"*",5,"intron"
"chr3",57581316,57581716,401,"*",6,"intron"
"chr3",57603120,57603520,401,"*",9,"intergenic"
"chr3",57606164,57606564,401,"*",5,"intergenic"
"chr3",57627922,57628322,401,"*",6,"proximal"
"chr3",57640410,57640810,401,"*",5,"intron"
"chr3",57693101,57693501,401,"*",87,"promoter"
"chr3",57851077,57851477,401,"*",8,"intron"
"chr3",57851432,57851832,401,"*",3,"intron"
"chr3",57865806,57866206,401,"*",8,"intron"
"chr3",57927748,57928148,401,"*",7,"threeUTR"
"chr3",58091424,58091824,401,"*",6,"intron"
"chr3",58132878,58133278,401,"*",5,"promoter"
"chr3",58214375,58214775,401,"*",496,"promoter"
"chr3",58247165,58247565,401,"*",8,"intron"
"chr3",58317432,58317832,401,"*",5,"proximal"
"chr3",58412805,58413205,401,"*",6,"threeUTR"
"chr3",59952990,59953390,401,"*",5,"intron"
"chr3",60011395,60011795,401,"*",4,"CDS"
"chr3",60082766,60083166,401,"*",7,"intron"
"chr3",60185723,60186123,401,"*",7,"intron"
"chr3",60186172,60186572,401,"*",5,"intron"
"chr3",60211677,60212077,401,"*",4,"intron"
"chr3",60260356,60260756,401,"*",4,"intron"
"chr3",60270229,60270629,401,"*",4,"intron"
"chr3",60310782,60311182,401,"*",6,"intron"
"chr3",60379575,60379975,401,"*",10,"intron"
"chr3",60421853,60422253,401,"*",4,"intron"
"chr3",60449995,60450395,401,"*",5,"intron"
"chr3",60482645,60483045,401,"*",4,"intron"
"chr3",60664647,60665047,401,"*",13,"intron"
"chr3",60851734,60852134,401,"*",4,"intron"
"chr3",60890167,60890567,401,"*",6,"intron"
"chr3",60946531,60946931,401,"*",12,"intron"
"chr3",60996384,60996784,401,"*",4,"intron"
"chr3",61028973,61029373,401,"*",8,"intron"
"chr3",61081804,61082204,401,"*",5,"intron"
"chr3",61137341,61137741,401,"*",4,"intron"
"chr3",61250997,61251397,401,"*",9,"promoter"
"chr3",61334348,61334748,401,"*",4,"intergenic"
"chr3",61401345,61401745,401,"*",7,"intergenic"
"chr3",62512912,62513312,401,"*",7,"intron"
"chr3",63735342,63735742,401,"*",6,"intergenic"
"chr3",63840276,63840676,401,"*",7,"proximal"
"chr3",63840413,63840813,401,"*",7,"proximal"
"chr3",63915364,63915764,401,"*",4,"intron"
"chr3",63990588,63990988,401,"*",6,"promoter"
"chr3",63999638,64000038,401,"*",6,"threeUTR"
"chr3",64009284,64009684,401,"*",12,"proximal"
"chr3",64010533,64010933,401,"*",6,"threeUTR"
"chr3",64147131,64147531,401,"*",6,"CDS"
"chr3",64177831,64178231,401,"*",6,"intron"
"chr3",64445383,64445783,401,"*",7,"promoter"
"chr3",65169730,65170130,401,"*",5,"intergenic"
"chr3",65396327,65396727,401,"*",4,"intron"
"chr3",66265044,66265444,401,"*",12,"intron"
"chr3",66383398,66383798,401,"*",4,"threeUTR"
"chr3",67009236,67009636,401,"*",6,"threeUTR"
"chr3",67375097,67375497,401,"*",4,"threeUTR"
"chr3",67375412,67375812,401,"*",7,"threeUTR"
"chr3",67400524,67400924,401,"*",4,"CDS"
"chr3",67410578,67410978,401,"*",7,"intron"
"chr3",67502645,67503045,401,"*",6,"intron"
"chr3",67502686,67503086,401,"*",6,"intron"
"chr3",69022262,69022662,401,"*",5,"threeUTR"
"chr3",69027639,69028039,401,"*",12,"promoter"
"chr3",69029633,69030033,401,"*",7,"threeUTR"
"chr3",69039475,69039875,401,"*",20,"CDS"
"chr3",69056264,69056664,401,"*",13,"threeUTR"
"chr3",69076062,69076462,401,"*",7,"intron"
"chr3",69102646,69103046,401,"*",7,"intron"
"chr3",69102694,69103094,401,"*",7,"intron"
"chr3",69104431,69104831,401,"*",32,"threeUTR"
"chr3",69216093,69216493,401,"*",5,"CDS"
"chr3",69277214,69277614,401,"*",7,"intron"
"chr3",69329211,69329611,401,"*",6,"intron"
"chr3",71647871,71648271,401,"*",5,"intron"
"chr3",72377029,72377429,401,"*",13,"threeUTR"
"chr3",72534167,72534567,401,"*",7,"intron"
"chr3",72722986,72723386,401,"*",5,"intergenic"
"chr3",72783472,72783872,401,"*",7,"intron"
"chr3",72805599,72805999,401,"*",4,"intron"
"chr3",72840866,72841266,401,"*",13,"threeUTR"
"chr3",72997627,72998027,401,"*",5,"intron"
"chr3",73004361,73004761,401,"*",10,"intron"
"chr3",73012352,73012752,401,"*",3,"intron"
"chr3",73014753,73015153,401,"*",9,"CDS"
"chr3",73016149,73016549,401,"*",8,"intron"
"chr3",73016666,73017066,401,"*",7,"intron"
"chr3",73029338,73029738,401,"*",7,"intron"
"chr3",73035710,73036110,401,"*",4,"intron"
"chr3",73066680,73067080,401,"*",11,"threeUTR"
"chr3",75076862,75077262,401,"*",7,"intergenic"
"chr3",75431542,75431942,401,"*",11,"intron"
"chr3",75450991,75451391,401,"*",2,"proximal"
"chr3",75669337,75669737,401,"*",10,"exon"
"chr3",75679371,75679771,401,"*",4,"exon"
"chr3",75730380,75730780,401,"*",11,"threeUTR"
"chr3",75741353,75741753,401,"*",5,"fiveUTR"
"chr3",76508344,76508744,401,"*",12,"intron"
"chr3",76534973,76535373,401,"*",18,"intron"
"chr3",76535082,76535482,401,"*",22,"intron"
"chr3",78606656,78607056,401,"*",69,"CDS"
"chr3",78635987,78636387,401,"*",17,"CDS"
"chr3",78656215,78656615,401,"*",3,"intron"
"chr3",78867484,78867884,401,"*",5,"intron"
"chr3",78880355,78880755,401,"*",5,"intron"
"chr3",78891650,78892050,401,"*",4,"intron"
"chr3",78981404,78981804,401,"*",4,"intron"
"chr3",78996516,78996916,401,"*",3,"intron"
"chr3",81070004,81070404,401,"*",7,"intron"
"chr3",81555498,81555898,401,"*",5,"intron"
"chr3",81642502,81642902,401,"*",5,"CDS"
"chr3",81649500,81649900,401,"*",3,"promoter"
"chr3",81649626,81650026,401,"*",3,"promoter"
"chr3",81657109,81657509,401,"*",6,"intron"
"chr3",81664292,81664692,401,"*",4,"intron"
"chr3",81669421,81669821,401,"*",5,"intron"
"chr3",81733440,81733840,401,"*",5,"intron"
"chr3",81742386,81742786,401,"*",4,"intron"
"chr3",81745737,81746137,401,"*",8,"intron"
"chr3",81750026,81750426,401,"*",4,"intron"
"chr3",82407292,82407692,401,"*",7,"intron"
"chr3",86637520,86637920,401,"*",4,"intergenic"
"chr3",87228551,87228951,401,"*",4,"intron"
"chr3",88054580,88054980,401,"*",13,"threeUTR"
"chr3",88060687,88061087,401,"*",8,"intron"
"chr3",88087478,88087878,401,"*",6,"intron"
"chr3",88098159,88098559,401,"*",5,"intron"
"chr3",88102889,88103289,401,"*",8,"intron"
"chr3",88106406,88106806,401,"*",9,"intron"
"chr3",88106561,88106961,401,"*",9,"intron"
"chr3",88113004,88113404,401,"*",14,"CDS"
"chr3",88119745,88120145,401,"*",5,"intron"
"chr3",88129659,88130059,401,"*",24,"CDS"
"chr3",88134824,88135224,401,"*",12,"CDS"
"chr3",88135145,88135545,401,"*",6,"CDS"
"chr3",88150055,88150455,401,"*",3,"promoter"
"chr3",88157404,88157804,401,"*",4,"threeUTR"
"chr3",94003531,94003931,401,"*",5,"fiveUTR"
"chr3",94032879,94033279,401,"*",5,"intron"
"chr3",94062597,94062997,401,"*",156,"promoter"
"chr3",94064534,94064934,401,"*",6,"CDS"
"chr3",94088284,94088684,401,"*",6,"intron"
"chr3",94128306,94128706,401,"*",13,"threeUTR"
"chr3",94131033,94131433,401,"*",10,"threeUTR"
"chr3",95490418,95490818,401,"*",4,"intergenic"
"chr3",97892995,97893395,401,"*",6,"intron"
"chr3",97971699,97972099,401,"*",9,"promoter"
"chr3",98243291,98243691,401,"*",7,"intron"
"chr3",98243355,98243755,401,"*",7,"intron"
"chr3",98375789,98376189,401,"*",8,"intron"
"chr3",98517047,98517447,401,"*",14,"promoter"
"chr3",98521056,98521456,401,"*",24,"promoter"
"chr3",98522871,98523271,401,"*",4671,"promoter"
"chr3",98540973,98541373,401,"*",4,"intron"
"chr3",98543759,98544159,401,"*",5,"intron"
"chr3",98544997,98545397,401,"*",10,"intron"
"chr3",98547247,98547647,401,"*",10,"intron"
"chr3",98552794,98553194,401,"*",5,"intron"
"chr3",98553808,98554208,401,"*",7,"intron"
"chr3",98581106,98581506,401,"*",5,"CDS"
"chr3",98581276,98581676,401,"*",7,"CDS"
"chr3",98742184,98742584,401,"*",26,"intron"
"chr3",98746811,98747211,401,"*",4,"intron"
"chr3",98753235,98753635,401,"*",7,"intron"
"chr3",98764937,98765337,401,"*",10,"intron"
"chr3",98770999,98771399,401,"*",8,"promoter"
"chr3",98790111,98790511,401,"*",9,"intron"
"chr3",98791952,98792352,401,"*",5,"promoter"
"chr3",98796927,98797327,401,"*",5,"threeUTR"
"chr3",98797494,98797894,401,"*",4,"threeUTR"
"chr3",99817910,99818310,401,"*",7,"promoter"
"chr3",100032389,100032789,401,"*",7,"intron"
"chr3",100284440,100284840,401,"*",5,"intron"
"chr3",100296173,100296573,401,"*",7,"CDS"
"chr3",100305397,100305797,401,"*",5,"intron"
"chr3",100378966,100379366,401,"*",5,"intron"
"chr3",100400854,100401254,401,"*",462,"promoter"
"chr3",100501173,100501573,401,"*",4,"intron"
"chr3",100728702,100729102,401,"*",3,"threeUTR"
"chr3",100731131,100731531,401,"*",17,"intron"
"chr3",100753075,100753475,401,"*",4,"intron"
"chr3",100756632,100757032,401,"*",8,"intron"
"chr3",101016114,101016514,401,"*",6,"intergenic"
"chr3",101289350,101289750,401,"*",4,"intron"
"chr3",101346758,101347158,401,"*",4,"intron"
"chr3",101400798,101401198,401,"*",6,"intron"
"chr3",101417467,101417867,401,"*",5,"CDS"
"chr3",101565592,101565992,401,"*",5,"CDS"
"chr3",101576450,101576850,401,"*",2,"promoter"
"chr3",101576576,101576976,401,"*",6,"promoter"
"chr3",101576881,101577281,401,"*",29,"promoter"
"chr3",101593883,101594283,401,"*",14,"threeUTR"
"chr3",101664908,101665308,401,"*",7,"promoter"
"chr3",101665012,101665412,401,"*",10,"proximal"
"chr3",101695730,101696130,401,"*",5,"intron"
"chr3",101765492,101765892,401,"*",10,"threeUTR"
"chr3",101828871,101829271,401,"*",8,"intron"
"chr3",101829047,101829447,401,"*",10,"intron"
"chr3",103408605,103409005,401,"*",9,"intergenic"
"chr3",104352912,104353312,401,"*",17,"intergenic"
"chr3",104478558,104478958,401,"*",4,"intergenic"
"chr3",105369704,105370104,401,"*",14,"intron"
"chr3",105381541,105381941,401,"*",5,"intron"
"chr3",105384839,105385239,401,"*",4,"intron"
"chr3",105384890,105385290,401,"*",4,"intron"
"chr3",105396633,105397033,401,"*",4,"intron"
"chr3",105401350,105401750,401,"*",6,"intron"
"chr3",105406866,105407266,401,"*",9,"intron"
"chr3",105407173,105407573,401,"*",9,"intron"
"chr3",105409618,105410018,401,"*",5,"intron"
"chr3",105418620,105419020,401,"*",5,"intron"
"chr3",105670726,105671126,401,"*",4,"threeUTR"
"chr3",105672238,105672638,401,"*",5,"threeUTR"
"chr3",105675802,105676202,401,"*",6,"intron"
"chr3",105677122,105677522,401,"*",7,"intron"
"chr3",105698063,105698463,401,"*",4,"intron"
"chr3",105719737,105720137,401,"*",7,"threeUTR"
"chr3",105730386,105730786,401,"*",7,"intron"
"chr3",105739691,105740091,401,"*",4,"intron"
"chr3",105745988,105746388,401,"*",11,"threeUTR"
"chr3",105760146,105760546,401,"*",4,"intron"
"chr3",105787009,105787409,401,"*",7,"intron"
"chr3",105799323,105799723,401,"*",5,"intron"
"chr3",105810050,105810450,401,"*",6,"intron"
"chr3",105832835,105833235,401,"*",2,"intron"
"chr3",105832838,105833238,401,"*",2,"intron"
"chr3",105833812,105834212,401,"*",8,"intron"
"chr3",105839933,105840333,401,"*",4,"intron"
"chr3",105985099,105985499,401,"*",6,"intergenic"
"chr3",106222532,106222932,401,"*",6,"intron"
"chr3",106239550,106239950,401,"*",5,"intergenic"
"chr3",106240875,106241275,401,"*",5,"intergenic"
"chr3",106243751,106244151,401,"*",7,"intergenic"
"chr3",106244711,106245111,401,"*",19,"intergenic"
"chr3",106252453,106252853,401,"*",8,"intergenic"
"chr3",106255339,106255739,401,"*",6,"intergenic"
"chr3",107529442,107529842,401,"*",5,"intron"
"chr3",107582218,107582618,401,"*",4,"intron"
"chr3",107662189,107662589,401,"*",6,"promoter"
"chr3",107671471,107671871,401,"*",4,"intron"
"chr3",107716515,107716915,401,"*",10,"promoter"
"chr3",107773045,107773445,401,"*",7,"CDS"
"chr3",107809424,107809824,401,"*",13,"threeUTR"
"chr3",108027445,108027845,401,"*",5,"intergenic"
"chr3",108044296,108044696,401,"*",44,"threeUTR"
"chr3",108048976,108049376,401,"*",35,"intron"
"chr3",108059948,108060348,401,"*",7,"proximal"
"chr3",108073870,108074270,401,"*",9,"intron"
"chr3",108124611,108125011,401,"*",18,"proximal"
"chr3",108137611,108138011,401,"*",10,"exon"
"chr3",108660079,108660479,401,"*",6,"intron"
"chr3",109079783,109080183,401,"*",4,"intron"
"chr3",109087756,109088156,401,"*",4,"intron"
"chr3",111999157,111999557,401,"*",5,"promoter"
"chr3",112158897,112159297,401,"*",6,"intron"
"chr3",112168550,112168950,401,"*",5,"threeUTR"
"chr3",112333530,112333930,401,"*",6,"intron"
"chr3",112357314,112357714,401,"*",4,"intron"
"chr3",112472205,112472605,401,"*",5,"intron"
"chr3",112474532,112474932,401,"*",3,"intron"
"chr3",112475122,112475522,401,"*",11,"intron"
"chr3",112478913,112479313,401,"*",7,"intron"
"chr3",112486832,112487232,401,"*",2,"intron"
"chr3",112487248,112487648,401,"*",2,"intron"
"chr3",112490525,112490925,401,"*",5,"intron"
"chr3",112535077,112535477,401,"*",7,"exon"
"chr3",112535155,112535555,401,"*",7,"exon"
"chr3",112536387,112536787,401,"*",8,"promoter"
"chr3",112537559,112537959,401,"*",11,"proximal"
"chr3",112582795,112583195,401,"*",9,"threeUTR"
"chr3",113005869,113006269,401,"*",5,"threeUTR"
"chr3",113023447,113023847,401,"*",4,"intron"
"chr3",113538386,113538786,401,"*",4,"intron"
"chr3",113541693,113542093,401,"*",6,"intron"
"chr3",113570842,113571242,401,"*",5,"intron"
"chr3",113571546,113571946,401,"*",4,"intron"
"chr3",113572188,113572588,401,"*",3,"intron"
"chr3",113574038,113574438,401,"*",5,"intron"
"chr3",113620149,113620549,401,"*",11,"intron"
"chr3",113725978,113726378,401,"*",9,"intron"
"chr3",113744867,113745267,401,"*",5,"intron"
"chr3",114056278,114056678,401,"*",86,"promoter"
"chr3",114069534,114069934,401,"*",5,"intron"
"chr3",114324631,114325031,401,"*",7,"threeUTR"
"chr3",114331478,114331878,401,"*",5,"threeUTR"
"chr3",114346288,114346688,401,"*",4,"intron"
"chr3",114350162,114350562,401,"*",12,"threeUTR"
"chr3",114564570,114564970,401,"*",4,"intron"
"chr3",114634170,114634570,401,"*",7,"intron"
"chr3",114852789,114853189,401,"*",10,"intron"
"chr3",114852868,114853268,401,"*",10,"intron"
"chr3",114889748,114890148,401,"*",4,"intron"
"chr3",115777504,115777904,401,"*",7,"intron"
"chr3",115836707,115837107,401,"*",6,"proximal"
"chr3",118104297,118104697,401,"*",4,"intron"
"chr3",118142955,118143355,401,"*",6,"intron"
"chr3",118168017,118168417,401,"*",4,"intron"
"chr3",118196160,118196560,401,"*",5,"intron"
"chr3",118199277,118199677,401,"*",8,"intron"
"chr3",118199323,118199723,401,"*",8,"intron"
"chr3",118214099,118214499,401,"*",4,"intron"
"chr3",118220898,118221298,401,"*",8,"intron"
"chr3",118253097,118253497,401,"*",6,"intron"
"chr3",118291561,118291961,401,"*",6,"intron"
"chr3",118291991,118292391,401,"*",3,"intron"
"chr3",118292448,118292848,401,"*",8,"intron"
"chr3",118373861,118374261,401,"*",5,"intron"
"chr3",118408219,118408619,401,"*",10,"intron"
"chr3",118430343,118430743,401,"*",6,"intron"
"chr3",118448755,118449155,401,"*",9,"intron"
"chr3",118456139,118456539,401,"*",5,"intron"
"chr3",118457890,118458290,401,"*",8,"intron"
"chr3",118469230,118469630,401,"*",5,"intron"
"chr3",118488975,118489375,401,"*",4,"promoter"
"chr3",118505411,118505811,401,"*",4,"intron"
"chr3",118533520,118533920,401,"*",8,"intron"
"chr3",118561160,118561560,401,"*",9,"intron"
"chr3",118575415,118575815,401,"*",4,"intron"
"chr3",118575557,118575957,401,"*",4,"intron"
"chr3",118576555,118576955,401,"*",7,"intron"
"chr3",118579830,118580230,401,"*",5,"intron"
"chr3",118580106,118580506,401,"*",5,"intron"
"chr3",118618868,118619268,401,"*",3,"intron"
"chr3",118636983,118637383,401,"*",9,"intron"
"chr3",118639663,118640063,401,"*",7,"intron"
"chr3",118680190,118680590,401,"*",4,"intron"
"chr3",118680396,118680796,401,"*",4,"intron"
"chr3",118699965,118700365,401,"*",7,"intron"
"chr3",118728051,118728451,401,"*",6,"intron"
"chr3",118746718,118747118,401,"*",5,"intron"
"chr3",118750773,118751173,401,"*",8,"intron"
"chr3",118752617,118753017,401,"*",4,"intron"
"chr3",118773418,118773818,401,"*",4,"intron"
"chr3",118788310,118788710,401,"*",6,"intron"
"chr3",118791117,118791517,401,"*",6,"intron"
"chr3",118791652,118792052,401,"*",28,"intron"
"chr3",118805404,118805804,401,"*",8,"intron"
"chr3",119212147,119212547,401,"*",17,"threeUTR"
"chr3",119293678,119294078,401,"*",9,"proximal"
"chr3",119316736,119317136,401,"*",6,"intron"
"chr3",119429936,119430336,401,"*",14,"threeUTR"
"chr3",119436565,119436965,401,"*",4,"promoter"
"chr3",119436713,119437113,401,"*",4,"promoter"
"chr3",119457790,119458190,401,"*",4,"threeUTR"
"chr3",119485249,119485649,401,"*",5,"threeUTR"
"chr3",119500095,119500495,401,"*",5,"promoter"
"chr3",119500176,119500576,401,"*",5,"promoter"
"chr3",119511319,119511719,401,"*",4,"intron"
"chr3",119511325,119511725,401,"*",4,"intron"
"chr3",119516706,119517106,401,"*",10,"intron"
"chr3",119519630,119520030,401,"*",22,"intron"
"chr3",119523867,119524267,401,"*",9,"threeUTR"
"chr3",119580520,119580920,401,"*",20,"proximal"
"chr3",119582302,119582702,401,"*",36,"CDS"
"chr3",119588468,119588868,401,"*",4,"threeUTR"
"chr3",119589283,119589683,401,"*",6,"threeUTR"
"chr3",119589432,119589832,401,"*",6,"threeUTR"
"chr3",119607484,119607884,401,"*",8,"intron"
"chr3",119638209,119638609,401,"*",6,"intron"
"chr3",119677505,119677905,401,"*",22,"promoter"
"chr3",119809358,119809758,401,"*",5,"intron"
"chr3",119826164,119826564,401,"*",18,"threeUTR"
"chr3",119826252,119826652,401,"*",18,"threeUTR"
"chr3",119847966,119848366,401,"*",10,"intron"
"chr3",119851837,119852237,401,"*",5,"intron"
"chr3",119859505,119859905,401,"*",7,"intron"
"chr3",119899578,119899978,401,"*",7,"intron"
"chr3",119925542,119925942,401,"*",8,"intron"
"chr3",119930419,119930819,401,"*",4,"intron"
"chr3",119944536,119944936,401,"*",6,"intron"
"chr3",119949526,119949926,401,"*",4,"promoter"
"chr3",119952158,119952558,401,"*",2,"intron"
"chr3",119964931,119965331,401,"*",4,"intron"
"chr3",119987021,119987421,401,"*",9,"intron"
"chr3",120059645,120060045,401,"*",4,"intron"
"chr3",120325692,120326092,401,"*",5,"threeUTR"
"chr3",120327850,120328250,401,"*",6,"threeUTR"
"chr3",120330771,120331171,401,"*",12,"threeUTR"
"chr3",120600025,120600425,401,"*",6,"proximal"
"chr3",120781450,120781850,401,"*",20,"threeUTR"
"chr3",121439722,121440122,401,"*",8,"CDS"
"chr3",121449139,121449539,401,"*",4,"CDS"
"chr3",121476350,121476750,401,"*",4,"CDS"
"chr3",121494885,121495285,401,"*",5,"exon"
"chr3",121641786,121642186,401,"*",9,"intron"
"chr3",121649911,121650311,401,"*",7,"intron"
"chr3",121686233,121686633,401,"*",10,"intron"
"chr3",121687881,121688281,401,"*",4,"intron"
"chr3",121694233,121694633,401,"*",25,"promoter"
"chr3",121695672,121696072,401,"*",55,"threeUTR"
"chr3",121697080,121697480,401,"*",49,"threeUTR"
"chr3",121716725,121717125,401,"*",13,"threeUTR"
"chr3",121719619,121720019,401,"*",9,"promoter"
"chr3",121726627,121727027,401,"*",4,"threeUTR"
"chr3",121781603,121782003,401,"*",5,"threeUTR"
"chr3",121786737,121787137,401,"*",4,"intron"
"chr3",121795173,121795573,401,"*",6,"CDS"
"chr3",121830786,121831186,401,"*",4,"intron"
"chr3",121832408,121832808,401,"*",8,"intron"
"chr3",121835560,121835960,401,"*",4,"proximal"
"chr3",121838282,121838682,401,"*",9,"intron"
"chr3",121850326,121850726,401,"*",6,"intron"
"chr3",121853482,121853882,401,"*",7,"intron"
"chr3",121888655,121889055,401,"*",4,"intergenic"
"chr3",121893257,121893657,401,"*",8,"proximal"
"chr3",121909720,121910120,401,"*",4,"intron"
"chr3",121920420,121920820,401,"*",5,"intron"
"chr3",121951705,121952105,401,"*",7,"intergenic"
"chr3",121983346,121983746,401,"*",10,"intergenic"
"chr3",121986852,121987252,401,"*",7,"intergenic"
"chr3",121991379,121991779,401,"*",4,"intron"
"chr3",122021811,122022211,401,"*",62,"promoter"
"chr3",122029886,122030286,401,"*",4,"intergenic"
"chr3",122035329,122035729,401,"*",5,"intergenic"
"chr3",122054407,122054807,401,"*",14,"proximal"
"chr3",122117548,122117948,401,"*",10,"intron"
"chr3",122223471,122223871,401,"*",3,"intron"
"chr3",122242534,122242934,401,"*",7,"intron"
"chr3",122243548,122243948,401,"*",5,"intron"
"chr3",122366362,122366762,401,"*",11,"promoter"
"chr3",122391299,122391699,401,"*",5,"intron"
"chr3",122404199,122404599,401,"*",12,"fiveUTR"
"chr3",122414119,122414519,401,"*",5,"threeUTR"
"chr3",122420966,122421366,401,"*",2,"exon"
"chr3",122425693,122426093,401,"*",7,"threeUTR"
"chr3",122461950,122462350,401,"*",5,"intron"
"chr3",122467815,122468215,401,"*",9,"intron"
"chr3",122505372,122505772,401,"*",4,"intron"
"chr3",122540414,122540814,401,"*",16,"CDS"
"chr3",122546117,122546517,401,"*",10,"proximal"
"chr3",122553609,122554009,401,"*",10,"intron"
"chr3",122553757,122554157,401,"*",10,"intron"
"chr3",122564736,122565136,401,"*",6,"proximal"
"chr3",122568857,122569257,401,"*",10,"CDS"
"chr3",122573728,122574128,401,"*",10,"threeUTR"
"chr3",122693929,122694329,401,"*",8,"intron"
"chr3",122709076,122709476,401,"*",8,"intron"
"chr3",122711341,122711741,401,"*",17,"intron"
"chr3",122712335,122712735,401,"*",4,"intron"
"chr3",122718737,122719137,401,"*",13,"threeUTR"
"chr3",122722740,122723140,401,"*",12,"intron"
"chr3",122728544,122728944,401,"*",36,"threeUTR"
"chr3",122729374,122729774,401,"*",15,"threeUTR"
"chr3",122753717,122754117,401,"*",4,"exon"
"chr3",122760403,122760803,401,"*",5,"intron"
"chr3",123175461,123175861,401,"*",5,"intron"
"chr3",123242767,123243167,401,"*",8,"intron"
"chr3",123254802,123255202,401,"*",7,"intron"
"chr3",124390444,124390844,401,"*",7,"intron"
"chr3",124886228,124886628,401,"*",4,"intron"
"chr3",124886763,124887163,401,"*",13,"fiveUTR"
"chr3",125231002,125231402,401,"*",20,"threeUTR"
"chr3",125231842,125232242,401,"*",3,"threeUTR"
"chr3",125252639,125253039,401,"*",8,"intron"
"chr3",125253470,125253870,401,"*",13,"intron"
"chr3",125253627,125254027,401,"*",10,"intron"
"chr3",125267214,125267614,401,"*",9,"intron"
"chr3",125271130,125271530,401,"*",6,"intron"
"chr3",125274477,125274877,401,"*",6,"exon"
